,S1,S10,S100,S101,S102,S103,S104,S105,S106,S107,S108,S109,S11,S110,S111,S112,S113,S114,S115,S116,S117,S118,S119,S12,S120,S121,S122,S123,S124,S125,S126,S127,S128,S129,S13,S130,S131,S132,S133,S134,S135,S136,S137,S138,S139,S14,S140,S141,S142,S143,S144,S145,S146,S147,S148,S149,S15,S150,S151,S152,S153,S154,S155,S156,S157,S158,S159,S16,S160,S161,S162,S163,S164,S165,S166,S167,S168,S169,S17,S170,S171,S172,S173,S174,S176,S177,S178,S179,S18,S180,S181,S182,S183,S184,S185,S186,S187,S188,S189,S19,S190,S191,S192,S2,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S3,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S4,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S5,S50,S51,S52,S53,S54,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S69,S7,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S8,S80,S81,S82,S83,S84,S85,S86,S87,S88,S89,S9,S90,S91,S92,S93,S94,S95,S96,S97,S98,S99
Pseudonocardiaceae,0.0,0.0,0.09458988557959691,0.4884602867472558,0.16103810370814955,0.20262000564751864,0.12531042155291078,0.07610485719369359,0.05003381410359574,0.21154251425741494,0.148802596120739,0.13764004842945524,0.0,0.21238958785962028,0.025863980654003214,0.1722759468307405,0.17453480976995472,0.07650015820805608,0.0,0.0,0.0,0.0,0.0,0.0,0.0960204987744326,0.0,0.0,0.0,0.067031757721183,0.0,0.0,0.02467807761091573,0.0,0.0,0.0,0.0,0.0,0.19170216810798307,0.0,0.11395963528335915,0.021741555789937198,0.0,0.18005020011320289,0.0,0.04574197451908865,0.0,0.0,0.0,0.0,0.06738941101989193,0.0,0.01912503955201402,0.02223097609343362,0.0,0.036367693321349495,0.10855718808707171,0.0,0.023303935989560393,0.0,0.0,0.0,0.0,0.019652107571164014,0.04020776031801373,0.0,0.0,0.12952696570611072,0.0,0.0,0.0,0.0,0.0,0.0,0.024000418729151454,0.024583958321781802,0.036951232913979844,0.03102171769854243,0.0,0.0,0.04306898670768512,0.0,0.021760379647763985,0.24391954971948593,0.0,0.0,0.0,0.026598111109247848,0.0,0.0,0.0,0.0,0.0,0.0,0.022438038529528262,0.0,0.0,0.03241468317772455,0.02456513446395502,0.05923868058089383,0.0,0.092651028223438,0.029760519224147804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031059365414196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02836755374496568,0.0,0.0,0.0,0.039360686715808384,0.0,0.0,0.0,0.0,0.0,0.0,0.018861505542439025,0.024979259336144297,0.0,0.05833513540520812,0.0,0.0,0.0,0.0,0.028141667451044253,0.0,0.0433513445750869,0.0,0.025826332938349645,0.0,0.06921532522909012,0.0,0.24403249286644663,0.037572420222263765,0.09223690335124873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04973263237836717,0.04841496233049219,0.0,0.0,0.0,0.028932269479769245,0.0,0.034692369974765595,0.21749085333067913,0.051069126284068934,0.0547397785602921,0.030080524807203156,0.04156307808154228,0.16214871131992992,0.022212152235606835
Pucciniaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009256267074321319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012456270584318314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pyrinomonadaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0642592436176278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056380260573938384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pyronemataceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013672862765636338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pythiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014838828886896261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhizobium_Agrobacterium_group,0.2830873675382267,0.026532950258993736,0.2620583169415683,0.17246417668345929,0.24333986573145625,2.0107147403217276,0.569264188188802,0.24279466812339473,0.1479302843206911,0.6923490386564041,0.20940780507734194,0.12638199790683122,0.6732151987925309,0.17643633068505032,0.15076011952443896,0.2783363598108335,0.23477247474763244,0.37558922837266373,0.0,0.043849464762661855,0.24559854153628252,0.1413100276513727,0.21823481396976646,0.43143304051267894,0.5023866149332561,0.029778174116502753,0.18897587567046517,0.19980194245911526,0.20512410958543004,0.12453871075576609,0.035515729896578696,0.10880586549456236,0.06594294878458326,0.05200146709272451,0.1610669504958876,0.08891913369574711,0.2923297650844124,1.0980020208450314,0.12157906659771786,0.4790988885317714,0.27654499624148854,0.2908239812145282,0.25338707879430417,0.0,0.053221671263147904,0.03912441882612873,0.12617430357995063,0.0445504331158838,0.11041549652788685,0.4058347147246478,0.3133588156810708,0.0,0.3338426686696677,0.12459063433748624,0.8120069327304765,1.2373129906001785,0.0,0.3365686567099753,0.29900194533545094,0.09969327690267704,0.5638122121081868,0.9315090560593886,0.21761173098912473,0.490833618000524,0.09797979870591228,0.08608929849199924,0.7263070611013784,0.027727192638557052,0.30372699127198405,0.3093606998886197,0.1696343414797114,0.5141732679837289,0.25416593252010633,0.2775055825033112,0.7792950762467856,0.4131559397471882,0.3018837041209189,0.33667250387341563,0.17563151516838807,0.46199006835498385,0.16439005972597684,0.3435783402421948,0.9284196029470401,0.5443149071722726,0.105430832682753,0.05766113750022024,0.09135954203659388,0.25881309308405925,0.047094688620170876,0.06145155896579077,0.27846616876513386,0.2103943531300247,0.5416408427136852,0.23251379894280616,0.3497312846760319,0.2160799853283805,0.35726020402545283,0.4619381447732637,0.37836713999469146,0.05446783722443137,0.4268378035304462,0.326729137974008,0.14115425690621228,0.05901115062494399,0.35136687750021645,0.23139744193582304,0.026610835631573952,0.16737566567488513,0.18580853718553636,0.10205579987094361,0.42520221070626163,0.2875527955661591,1.1874144285671198,0.15696498753999621,0.034840723334216825,0.6328446140051187,0.0,0.10226349419782418,0.2084991423972394,0.12879644445681793,0.626509937035261,0.300481767414475,0.11682805887032466,0.1845623712242529,0.13147050891540535,0.3954240365897589,0.14208888137717487,0.11913865825687109,0.027753154429417125,0.10127694614514145,0.036424392576681223,0.39721540015910384,0.06075059061256882,0.26629008885176003,0.35964868878457945,0.8766517919720562,0.0,0.08772489131618379,0.3074135655741143,0.24741586689648756,0.04156482716697551,0.11750306543268654,1.0890452029983064,0.26140927217006643,1.5783211135472262,0.37532961046406305,0.3223415953186558,1.4572353209758497,0.07557477319367002,0.0,0.05973808076902601,0.20494237704940954,0.2135357298240934,0.08048155166622366,0.21358765340581357,0.06368427297975698,0.22451756735790393,0.2161578707009607,0.13147050891540535,0.06059481986740839,0.07928730928666033,0.3345955606046098,0.6799393026252896,0.059764042559886085,0.061996756573852285,0.08476524715813556,0.03600900392292007,0.0427850313373989,0.0721478168001405,0.10885778907628252,0.08154598509148661,0.28230851381242456,0.12303292688588191,0.1611448358684678,0.16799874865552686,0.05350725096260869,0.191442245802172,0.12760220207725462,0.09055472651993166,0.12178676092459845,1.1340369865588116,0.4398706225422024,0.20164522961018036,0.09704517423494968,0.09159319815433453,0.08201329732696791,0.42805800770086955,0.10678084580747674
Rhodanobacteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03880533446371177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhodobacteraceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodospirillaceae,0.0,0.0,0.0,0.10975630572418622,0.24097686844291338,0.0,0.0,0.0,0.09060682154278206,0.07268987872941175,0.19389980058093703,0.053810952409283304,0.0,0.20451168113986273,0.046866633969873,0.0,0.2808390600042037,0.04569421657101152,0.0,0.0,0.07022479599334402,0.0,0.0,0.0,0.09601797876829658,0.0,0.0,0.0,0.08766074705333526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10106839217877679,0.04277820406615092,0.0,0.07939370129213251,0.2376099261692599,0.0,0.0813176683056488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06009390718779739,0.0,0.0,0.05077469196607793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04058367919135892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038569526224084064,0.0,0.0,0.09274122244840168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030843596185432778,0.0,0.0,0.0,0.034000104566982915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05149617959614654,0.04858016709128593,0.0,0.06878182073320681,0.0,0.0611460766483141,0.04560403061725295,0.0,0.031504959846329,0.07106653156175739,0.0,0.24954453404997803,0.0,0.06646704792007005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04512303886387388,0.05206735730328418,0.0,0.03887014606994598,0.0,0.0,0.0,0.07338130437489415,0.0,0.09057675955819586,0.0,0.034721592197051517,0.0,0.0,0.0
Rickettsieae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rikenellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05428992273398163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rivulariaceae,0.0,0.0,0.0,0.017742069678323927,0.01762578270477686,0.0,0.0,0.0,0.0,0.0,0.0238720544267336,0.03535123995830835,0.03138087043291564,0.02985252735201133,0.0,0.0,0.029586728555332318,0.0,0.0,0.0,0.018140767873342442,0.0,0.0,0.026513429968731263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022908533788772188,0.02236032377062173,0.0,0.0,0.028905619138842355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018041093324587816,0.0,0.0,0.0,0.02609811934892031,0.018821877289832405,0.0,0.0,0.04603302909984607,0.0,0.0,0.0,0.0,0.017393208757682726,0.016961285713079335,0.016712099341192763,0.0,0.01755933300560711,0.0,0.029786077652841577,0.0,0.0,0.043092629911584523,0.0,0.0,0.0,0.0,0.024453489294468934,0.0,0.0,0.0,0.0,0.0,0.08261358849279485,0.0720979235991815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01956943640549212,0.0,0.0,0.0,0.0,0.028805944590087725,0.0,0.0,0.0,0.02511798628616646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027111477261259037,0.05958876773047559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037976003075513576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038009227925098456,0.0,0.0,0.0,0.019120900936096294,0.0,0.0,0.0,0.0,0.03261018986755606,0.032361003495669484,0.02626424359684469,0.0,0.0,0.0,0.0,0.0,0.0,0.047013162162599924,0.0,0.08824520049743137,0.0,0.03372322232864942,0.026696166641448082,0.0,0.0,0.0,0.01860591576753071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019702335803831628,0.04048447921917173,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roseiflexaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027047332832456798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rubricoccaceae,0.0,0.0,0.0,0.0,0.04124736625684933,0.054571476840592,0.0,0.0,0.0,0.035382207530991305,0.0,0.0,0.0,0.0,0.0,0.0,0.032035241953735374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03729475928942327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035095324767226516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055017738917559456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03506344890458598,0.0,0.0,0.0,0.0,0.0,0.03978107657538482,0.0,0.06097852523133907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048196304312485456,0.0,0.0,0.03726288342678274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046156249103491365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rubrobacteraceae,0.0,0.0,0.0,0.0,0.13917755804488224,0.0,0.0,0.0,0.06005925350500596,0.0,0.1573068992731735,0.04690385974191255,0.0,0.07526000884257325,0.0,0.0,0.09404014693546986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22443194730818017,0.0,0.06252298449244041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
