,avrB_RI-1,avrB_RI-2,avrB_RI-3,avrB_RI-4,avrB_RI-5,avrB_RI-6,avrB_RII-1,avrB_RII-2,avrB_RII-3,avrB_RII-4,avrB_RII-5,avrB_RII-6,avrB_RIII-1,avrB_RIII-2,avrB_RIII-3,avrB_RIII-4,avrB_RIII-5,avrB_RIII-6,avrB_RIV-1_,avrB_RIV-2,avrB_RIV-3,avrB_RIV-4,avrB_RIV-5,avrB_RIV-6,avrB_RV-1,avrB_RV-2,avrB_RV-3,avrB_RV-4,avrB_RV-5,avrB_RV-6,avrB_RVI-1,avrB_RVI-2_,avrB_RVI-3,avrB_RVI-4,avrB_RVI-5,avrB_RVI-6,control_1,control_2,control_3,control_4,control_6,C_RI-1,C_RI-2,C_RI-3,C_RI-4,C_RI-5,C_RI-6,C_RII-1,C_RII-2,C_RII-3,C_RII-4,C_RII-5,C_RII-6,C_RIII-1,C_RIII-2,C_RIII-3,C_RIII-4,C_RIII-5,C_RIII-6,C_RIV-1,C_RIV-2,C_RIV-3,C_RIV-4,C_RIV-5,C_RIV-6,C_RV-1,C_RV-2,C_RV-3,C_RV-4,C_RV-5,C_RV-6,C_RVI-1_,C_RVI-2_,C_RVI-3_,C_RVI-4,C_RVI-5_,C_RVI-6,EV_RI-1,EV_RI-2,EV_RI-3,EV_RI-4,EV_RI-5,EV_RI-6,EV_RII-1,EV_RII-2,EV_RII-3,EV_RII-4,EV_RII-5,EV_RII-6,EV_RIII-1,EV_RIII-2,EV_RIII-3,EV_RIII-4,EV_RIII-5,EV_RIII-6,EV_RIV-1,EV_RIV-2,EV_RIV-4,EV_RIV-5,EV_RIV-6,EV_RV-1,EV_RV-2,EV_RV-3,EV_RV-4,EV_RV-5,EV_RV-6,EV_RVI-1,EV_RVI-2,EV_RVI-3,EV_RVI-4,EV_RVI-5,EV_RVI-6
Teratosphaeriaceae,0.0,0.0,8.94375885478953e-06,3.527194804174721e-05,0.0,0.0,0.0,1.7613382678581025e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.387581383644158e-05,1.5028961580740842e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7012681853954625e-05,0.0,0.0,0.0,0.0,2.102999292504867e-05,0.0,6.956557945332738e-05,1.2021991168967047e-05,4.483957821718549e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5573474591126775e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0086671663093576e-05,0.0,0.0,5.9883586513219015e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.113172591878226e-05,0.0,1.3236228714666365e-05,3.8483676038544586e-05,0.0,2.2976522044151822e-05,0.0,0.0,0.0,0.0,0.0,1.5262374105354883e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.39705375940787e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6038439414481434e-05,8.486615978496856e-05,3.666340426150842e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011448710781781703
Parmeliaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.111614943158606e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orbiliaceae,0.0,8.644830436078588e-06,3.756863578604767e-05,3.704032585625828e-05,1.0905841180260199e-05,0.0,0.0,0.0,0.0,8.062273328668874e-06,0.0,0.0,0.0,0.0,7.96578366286476e-05,0.0,0.0,0.0,1.1441153076462575e-05,0.0,0.0,0.0,4.3403256751978115e-05,0.00020796825011421,0.0,8.932810838991536e-06,0.0,0.0,0.0,0.0,0.0,1.0471232931020114e-05,0.0,3.787416020906064e-05,0.0,3.069431255023489e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.004280400397872e-06,0.0,1.8050026211482815e-05,2.1313881850048514e-05,0.0,0.0,0.0,0.0,1.0010417957780855e-05,0.0,0.0,0.0,0.0,1.0546863797940098e-05,0.0,0.0,6.2885881870367806e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.419659740673059e-05,0.0,0.0,0.0,0.0,0.0,9.072004852537485e-05,2.492537151873088e-05,0.0,0.0,0.0,1.602756132248089e-05,0.0,0.0,1.3020244397657505e-05,0.0,1.846544422073883e-05,0.0,0.0,0.0,0.0,1.3457295202121608e-05,8.818044501337361e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.215779790701267e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.667350399182156e-05,0.0,9.247091350311942e-05,4.707855876081003e-05,0.0,0.0,0.0,1.9834175823226557e-05,0.0,0.0,0.0002404539593273032
Nectriaceae,0.0,1.7862212503431856e-05,5.175030795081116e-05,0.0001785789875899819,2.2533981913339967e-05,8.575341694897673e-06,0.0,2.547860447914271e-05,0.0,0.0,5.812696367190332e-06,0.0005003750123057034,1.526723314166014e-05,0.0,6.400778741326232e-05,0.0,0.0,0.0,7.880019897331459e-06,1.8159654504712844e-05,0.0010271129003957642,0.0,0.0,0.00010742758649156213,0.0,6.152415467210508e-06,9.499542553709553e-05,2.447498081610587e-05,1.3911910904754379e-05,0.0,0.00012168358156166537,1.4423987389135224e-05,0.0005702364045598621,1.739038795871631e-05,2.5945041886736328e-05,8.456203391889049e-05,0.0,0.0,0.0,0.0002672114382135975,0.0,0.0,3.446665634435633e-06,0.0,0.0,7.339898869689927e-06,0.0,0.0,0.0,0.0,1.3789220747373561e-05,1.68307811347656e-05,8.118171750616983e-06,1.9210700972608193e-05,3.595481577487456e-06,1.4528167926219017e-05,0.0,0.0,1.2993672851537825e-05,1.3371943564170837e-05,0.0,2.6284698723541273e-05,0.0,2.484373747484564e-05,1.59052088386398e-05,0.0001326449689621026,3.325617108233376e-05,0.0,1.3917121693522009e-05,2.6482265386807993e-05,0.0,6.248284440294e-05,0.0,0.0001167109408365347,0.0,0.0,4.967495459352288e-05,0.0,0.0,5.380565275334041e-05,1.4833772203165142e-05,0.0,1.3274594961556474e-05,0.00010719841705706175,2.6510336807589e-05,1.7691420379827933e-05,0.0,0.0,0.0,0.0,0.001896822238920207,1.042989030684501e-05,4.4529542246992106e-05,0.0,0.0,0.00019466578553847992,0.0,3.6803641501867346e-05,0.0,0.0,5.303537617301938e-05,0.0,6.441680461039537e-05,0.00012737748257700814,3.242505167910685e-05,0.0,4.793871086158e-05,0.0,0.0,4.153053412714833e-05,0.0,8.280555164449891e-05
Metschnikowiaceae,0.0,2.0626708987899723e-05,2.240984722491311e-05,0.0,2.6021518172833133e-05,0.0,0.0,0.0,0.0,1.9236718054911158e-05,2.0136944912846805e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001240539246416503,0.0,4.262767002366217e-05,0.0,0.0,0.0,0.0,5.26936086094234e-05,0.0,0.0001743063551883195,9.03683752469015e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.905323146844334e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.777004698684504e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.606624901035594e-05,0.0,0.0,5.760473649347559e-05,0.0,0.0,0.0,0.00011514182283516132,0.0,0.00017841705116151296,0.0,0.0,0.0,3.824202749018792e-05,0.0,0.0,9.319955809230574e-05,1.7129563449583714e-05,0.0,0.0,0.0,0.0,3.0644225598077356e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.0852770644732465e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018373064425940787,0.0,0.0,0.00011031856765598402,0.0,0.0,0.0003321484966121294,0.0,0.0,0.0,0.0,0.00028686357012471257
Collemataceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Schizosaccharomycetaceae,0.0,0.0,0.0,0.00042553319091977627,6.264520208474784e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.025813781525599e-05,0.0,0.0,7.626159826882175e-05,7.201155459008391e-05,0.0,0.0,0.0,7.572664458140954e-05,0.0,0.0,0.0,0.00014932609094836955,0.0,0.0,4.9516944448478244e-05,0.0,0.0,0.0,6.342830840973441e-05,0.0,0.0,0.00014503753116456753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.186381861563749e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.750172275138602e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.612283282813019e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8035075932091956e-05,0.0,0.0,0.00026055650724571825,0.0,0.0,0.0,0.0,4.603266274360638e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.688704272693761e-05,0.0,0.0,6.081446211296516e-05,0.0,4.322317599891777e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002211601041557978,0.0,0.0,0.0,0.00013521404624742826,0.0,0.0005997202840225341,0.0,0.0,0.0,0.0,0.0
Saccharomycopsidaceae,0.0,3.074119075848404e-05,1.669935298000451e-05,0.000197574214669066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3296492575100886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7798623714352858e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.354351895424895e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000114142195241316,0.0,2.4714044622515326e-05,0.0,3.4182343249034175e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.4248582538745086e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.906732047872856e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2990844258622842e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.845613115828341e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lipomycetaceae,0.0,0.0,1.5066186255362558e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unikaryonidae,0.00020092581019765448,0.0,0.00014001768859594736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006470529004628264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015887297524704006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009570386570122128,0.0,0.0,0.0,0.0,0.00035970552883066045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Debaryomycetaceae,0.0,0.00011534143828975652,0.00020049996437465636,0.0003953608566943786,0.00032011847044801305,6.6448134220254e-05,0.0,0.0,0.0,0.0,2.252055032503605e-05,0.0,0.0,2.9318867238508714e-05,7.085428696942257e-05,6.690559167215938e-05,0.0,0.0,3.053013153444967e-05,7.035726405168035e-05,8.942512054416392e-05,0.0,5.7909684837076084e-05,0.0005549526335801165,0.0,0.00016685724038906314,4.600595675209994e-05,0.0,0.0001077998470439218,0.0,0.00023572375444880887,0.0,0.0001949389572738919,6.737683898419043e-05,1.2565094247685686e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0137080269438865e-05,9.633114263116156e-05,8.531250461070988e-05,2.1820251637252008e-05,0.0,0.0,0.0,0.00010684915232699927,0.00013041742751079596,1.5726410249898172e-05,0.0,0.0,2.8143766355986298e-05,0.0,0.00010444327721646192,0.00010068465471956434,0.0,0.0,2.545917776314409e-05,0.0,9.625389057345289e-05,0.0,0.0008565266760234516,0.0,7.418199184575013e-05,5.392011205809998e-05,5.1301078939105824e-05,0.0,0.0007262454218856664,0.0,0.0,0.00031300730600559003,0.0,0.00010692181812479754,0.0,0.0,3.4743855922087596e-05,5.747155748528759e-05,4.927409301611261e-05,0.0,0.00011866473927288301,3.423697233862496e-05,0.0018163934931652856,0.0,4.706100105527084e-05,5.650242649326636e-05,0.0,0.0,0.0,6.90096116346046e-05,0.00020947644156428958,2.9563474944083497e-05,0.00037710387252698404,0.0,0.0,0.00012901043079785617,0.0,0.00030821819582390166,0.0,0.0,0.00037013085134341556,0.0003768801750524895,0.00017457694835741172,0.0005571972535342034,0.0,5.292648325860279e-05,0.0,4.015363615865661e-05,0.0
Valsaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ophiocordycipitaceae,1.2920386422245078e-05,1.65746253237281e-05,8.103361020401661e-05,0.00031957629170878757,7.31837153531405e-05,2.3871579557442475e-05,0.0,0.0,1.4995471822342594e-05,0.0,2.4271611915220007e-05,0.0,2.1250055305668575e-05,0.0,1.2727247861993957e-05,0.0,0.0,0.0,2.1935979764550045e-05,0.0,1.6063046047523262e-05,5.0385394794902275e-05,2.0804130393676504e-05,0.0001495255972787192,0.0,4.28169163752803e-05,3.305540086599631e-05,3.406607412892842e-05,0.0,0.0,0.00016936813723773705,1.0038181997463752e-05,0.00030347233204867566,1.2102608982283818e-05,9.0280532478507e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.358125488136625e-05,3.2480357096090776e-05,0.0,0.0,7.838954081020766e-06,1.224036608423218e-05,0.0,0.0,1.9192849207508592e-05,0.0,5.649733552924851e-06,2.6738863181085535e-05,1.0008910149362248e-05,0.0,2.9865353606394456e-05,5.628207692894479e-05,2.411406303132483e-05,2.7918078309899702e-05,0.0,0.0,0.0,0.0,0.0,0.00036925000100664833,2.3144189526587757e-05,0.0,0.0,0.0,0.0,8.696820746090864e-05,4.778910321404623e-05,2.70744751689313e-05,0.0,0.0,2.3047082219032477e-05,0.0,8.849525486809058e-06,4.992710362805805e-05,1.3764488377783949e-05,0.0,9.238277639308742e-06,4.2630463555624675e-05,0.0,0.0,0.0,0.0,4.0597141967950875e-05,0.0,4.328092409353964e-05,0.0,0.0,2.5084895655292803e-05,3.186215169486434e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.474326286270594e-05,8.966003518018588e-05,8.864666322780496e-05,4.513156608514708e-05,0.0,0.00026689846094280775,5.9568207408689564e-05,0.0,1.9268414887560372e-05,0.0,0.0001152548425595509
Chaetomiaceae,0.0,5.718370956533088e-05,0.00021300729693130916,0.0002450138555789059,0.00014427962681949708,1.1765536135737937e-05,0.0,1.7478571254244643e-05,2.956314896107594e-05,7.618602649655474e-06,7.975132838723175e-06,6.665284278478565e-06,4.189388355867297e-05,0.0,8.781993331268138e-05,0.0,5.965572443633445e-05,1.1203963382460357e-05,6.486924637012511e-05,0.0,1.583392068944475e-05,0.0,6.15221327932006e-05,0.0002456545748285134,0.0,0.00014350097923891927,0.00011404363029435611,6.716030251825962e-05,0.00020996154546341748,9.624231861037665e-05,0.00025042837246502374,1.978999215264784e-05,0.00043720982373877856,0.00023859951617382185,5.339565559992647e-05,0.00011602076059268624,0.0,0.0,0.0,0.0003666193073163718,0.0,1.1506381993784358e-05,3.310224753576973e-05,1.0672351032774036e-05,5.117017443411027e-05,2.0140968944801764e-05,2.318141469056303e-05,1.2065767925591266e-05,0.0,0.0,2.8378619900957807e-05,4.618432027066742e-05,5.569145025721962e-06,0.0,0.0,9.966464941198965e-06,4.4159025532905016e-05,3.698617475554696e-05,7.131029078954946e-05,1.834656749630286e-05,0.0,2.704733965581938e-05,0.0,0.0,0.0,0.0011526127428463351,9.125623130289734e-05,2.626983935438041e-05,0.0,5.450127728730861e-05,0.0,0.0005143660904781616,2.3553716644782013e-05,0.0004003242205104361,5.5422154628929085e-05,0.0,0.00011359167834656738,4.9370080544418665e-05,2.6169884145783147e-05,0.0001230373424756279,5.42725997696358e-05,1.7449282172924466e-05,3.642600662791225e-05,0.00010505594282942748,0.0,4.854594794636458e-05,0.0,1.666556676112113e-05,0.0,0.0,8.53271188335604e-05,1.4310013019070968e-05,2.4438160346500636e-05,0.0,4.187688781143542e-05,0.0,0.0,0.00015148594286613963,0.0,0.0,0.00032744506944058517,0.00026463023518417955,0.0002651433386648579,8.738219580397735e-05,8.897560722523584e-05,0.0,0.0005919556205560719,0.0,3.748538366796236e-05,0.0,2.8438965984507483e-05,0.00011361083263804467
Trichosporonaceae,0.0,8.008139017728539e-05,0.0002237252609068256,0.0,7.216161721700657e-05,0.0,1.0758137740590412e-05,2.4477395660271388e-05,0.0,0.0,3.350568174545341e-05,0.0,0.0,0.0,0.00014055436214092303,3.3180323884988386e-05,2.0885814252032577e-05,0.0,3.028146459052584e-05,0.0,0.0,3.4777191735634215e-05,5.743801230806066e-05,0.00013760814053661333,6.822841370211624e-05,4.728519814515436e-05,2.2815619853618985e-05,0.0,5.34609103704843e-05,0.00013477997014864685,0.0002922547400194195,2.7714362975542953e-05,0.00032225197617980037,0.0001336561135754767,1.2462751957310646e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.311225248298214e-05,1.4945807357742496e-05,0.0,1.4102939498656894e-05,0.0,0.0,0.0,1.1685159610854406e-05,1.3247358675259856e-05,1.6169397717380436e-05,0.0,0.0,0.0,0.0,2.0613773750308654e-05,2.589814751682314e-05,5.8254339167674796e-05,2.5692957684159816e-05,0.0,1.2625906787670307e-05,0.0,0.0,0.0,0.00025486508810070035,6.389866904950275e-05,1.839444547427702e-05,0.0,0.0,0.0,0.00036016508808760244,0.0,0.00011212466048040432,0.00023284340363934376,0.0,2.121018866785609e-05,2.3046334426442935e-05,1.2216303787115627e-05,1.723043416396457e-05,2.85017267447629e-05,0.0,0.0,0.0,0.0,3.3992434458781453e-05,0.0,1.1669422677084215e-05,2.802110801920389e-05,0.0,1.9915678631654393e-05,0.0,3.422376527859412e-05,0.0,5.8645362774281256e-05,0.0,0.0,0.0,0.0,0.0,5.095129474775713e-05,6.176571753732249e-05,0.00024754191147475206,0.0,0.00012460349936417725,0.0,0.00027632944987143797,0.0,2.6247699373453242e-05,2.659903179142036e-05,0.0,0.0
Sclerotiniaceae,0.0,0.00023842101906359464,0.00018019620527363607,0.001199219791903105,0.00036616550173237174,0.0,9.748105946591968e-06,8.871730477765049e-05,3.751397723555239e-05,9.667579280617095e-06,4.0479984342165825e-05,1.6915743517075585e-05,0.00010632197511829216,0.0,0.00017511774935956488,0.001292802599855924,9.462470876417712e-05,5.686880350005631e-05,4.11577169066185e-05,0.0,6.027707072837015e-05,0.00037814546465767755,5.204542299436115e-05,0.0003740662460576023,6.182276350922007e-05,0.00014996033358069064,0.0,0.0,9.688342552567794e-05,0.0,7.944488826409026e-05,2.5112389620052573e-05,0.00011679889144557193,0.00019680010879298844,5.081706818403495e-05,0.0001104178764275768,0.0,0.0,0.0,0.0,0.0,0.0,0.0001080125864925126,1.3542614632170705e-05,4.3288053456639055e-05,8.94521581656357e-05,0.0,0.0,0.0,1.0588094021112132e-05,2.4007250881666108e-05,4.395398325685217e-05,0.0,3.3446133491619984e-05,2.503916061756889e-05,5.058753915766376e-05,0.0,7.040007069121368e-05,0.0,8.148267652730583e-05,1.4614390266758694e-05,4.5762075186536955e-05,0.00010047863316278579,8.650667783536232e-05,2.769121953372515e-05,0.00015395798918613305,5.789951855613491e-05,0.0,0.00016960949912814285,0.00020747718838983378,2.8932760193194784e-05,0.00021756723586678398,2.9888344817001042e-05,0.00037252524725576254,0.0,0.0,0.00013453203508536127,0.0,0.0,6.245099357758788e-05,3.443444192892002e-05,2.2142159993635364e-05,0.0,0.0006932125030167913,6.153988620118165e-05,6.160208401804678e-05,0.0,1.0573834555267265e-05,2.539033579031928e-05,0.0,7.218355071515947e-05,0.0,7.752663562028393e-05,0.0,2.6569710454768735e-05,0.0005083743059652997,0.0,0.0,0.0,0.0,0.0001846708533738901,5.596681999612041e-05,0.0003364520195033322,0.00044353241374915886,0.00045162021249653357,0.0,0.0001669241039334019,0.0,2.378342427996054e-05,2.410177172218504e-05,3.60874521164891e-05,0.0
Rhizophydiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.647249129597722e-10,0.0,0.0,0.0,0.0,0.0
Massariaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coniophoraceae,0.0,3.43190070956652e-05,2.9828653960289447e-05,2.9409187728690878e-05,0.0,0.0,0.0,1.4685757563448783e-05,0.0,0.0,6.700826154617472e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3303897506358884e-05,0.0,0.0,0.0,0.0,2.8369805592776683e-05,1.36887382334507e-05,0.0,0.0,0.0,3.506894539160593e-05,0.0,9.66711177570259e-05,1.0023744499236402e-05,3.738652517586335e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1919859100060545e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9929979357820606e-06,0.0,0.0,1.5150386803885387e-05,0.0,0.0,0.0,5.0970658087737666e-05,1.9168713357261662e-05,0.0,1.6043537654457514e-05,1.5264263375176006e-05,0.0,0.00014405936644252892,0.0,2.242389404975022e-05,0.0,0.0,3.181381027769129e-05,0.0,0.0,0.0,5.700081480926245e-06,0.0,0.0,1.7653915580975587e-05,1.018696241390388e-05,0.0,0.0,1.4002659001768176e-05,0.0,0.0,0.0,0.0,1.026665431987867e-05,0.0,8.79639721354704e-06,0.0,0.0,0.0,3.8386116521660005e-05,0.0,3.05693617325417e-05,0.0001111731451427849,0.0,0.00011012974609930274,0.0,0.0,5.526333172554678e-05,0.0,1.5747890623121422e-05,3.191736063206123e-05,0.0,0.0
