,avrB_RI-1,avrB_RI-2,avrB_RI-3,avrB_RI-4,avrB_RI-5,avrB_RI-6,avrB_RII-1,avrB_RII-2,avrB_RII-3,avrB_RII-4,avrB_RII-5,avrB_RII-6,avrB_RIII-1,avrB_RIII-2,avrB_RIII-3,avrB_RIII-4,avrB_RIII-5,avrB_RIII-6,avrB_RIV-1_,avrB_RIV-2,avrB_RIV-3,avrB_RIV-4,avrB_RIV-5,avrB_RIV-6,avrB_RV-1,avrB_RV-2,avrB_RV-3,avrB_RV-4,avrB_RV-5,avrB_RV-6,avrB_RVI-1,avrB_RVI-2_,avrB_RVI-3,avrB_RVI-4,avrB_RVI-5,avrB_RVI-6,control_1,control_2,control_3,control_4,control_6,C_RI-1,C_RI-2,C_RI-3,C_RI-4,C_RI-5,C_RI-6,C_RII-1,C_RII-2,C_RII-3,C_RII-4,C_RII-5,C_RII-6,C_RIII-1,C_RIII-2,C_RIII-3,C_RIII-4,C_RIII-5,C_RIII-6,C_RIV-1,C_RIV-2,C_RIV-3,C_RIV-4,C_RIV-5,C_RIV-6,C_RV-1,C_RV-2,C_RV-3,C_RV-4,C_RV-5,C_RV-6,C_RVI-1_,C_RVI-2_,C_RVI-3_,C_RVI-4,C_RVI-5_,C_RVI-6,EV_RI-1,EV_RI-2,EV_RI-3,EV_RI-4,EV_RI-5,EV_RI-6,EV_RII-1,EV_RII-2,EV_RII-3,EV_RII-4,EV_RII-5,EV_RII-6,EV_RIII-1,EV_RIII-2,EV_RIII-3,EV_RIII-4,EV_RIII-5,EV_RIII-6,EV_RIV-1,EV_RIV-2,EV_RIV-4,EV_RIV-5,EV_RIV-6,EV_RV-1,EV_RV-2,EV_RV-3,EV_RV-4,EV_RV-5,EV_RV-6,EV_RVI-1,EV_RVI-2,EV_RVI-3,EV_RVI-4,EV_RVI-5,EV_RVI-6
Lasiosphaeriaceae,0.0,0.0,9.2290691647251e-06,0.0,1.0716467121705656e-05,0.0,0.0,0.0,0.0,0.0,1.658603519262885e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5823190096988637e-05,0.0,0.0,0.0,2.63330921691044e-05,5.082400785601155e-05,0.0,0.0,0.0,6.510258015342736e-05,0.0,2.392825189359552e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.834767532783806e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.179390240003327e-06,0.0,0.0,0.0,0.0,3.544474698524447e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5504125503785684e-05,0.0,0.0,1.5749251352052952e-05,0.0,9.07100082649891e-06,1.2794154865983467e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58630437318747e-05,0.0,0.0,0.0,0.0,6.83945191019634e-05,0.0,0.0,1.9750641729990337e-05,0.0,0.0
Mixiaceae,0.0,2.163095465752452e-05,7.05027238453572e-05,0.00018536340649385807,0.0,0.0,0.0,0.0,0.0,0.0,2.1117345603042344e-05,0.0,0.0,0.0,3.321975803866243e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2351534555965105e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00012186183353530433,0.0,1.1782191550985255e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.504790562969677e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.573520347674293e-05,0.0,3.0495775633925992e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.066787131737081e-05,0.0,0.0,2.0051952134907448e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7656264252033056e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001156896107978019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Auriculariaceae,0.0,1.7102213907414656e-05,4.954844402278333e-05,0.00019540667089711704,4.315041922087872e-05,8.210479411054738e-06,5.36086185710083e-06,1.2197272420227708e-05,1.0315196140257927e-05,0.0,5.565378680353375e-06,4.651311993428569e-06,0.0,0.0,6.128439418530133e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.4659478279260626e-05,0.0,6.857118300744266e-05,0.0,7.068772158922962e-05,0.0,2.3433623198497497e-05,1.3319989117153973e-05,0.0,0.0001310694837243214,6.905138926083406e-06,0.00016058061061624296,0.00011655325135227606,1.8630852257183147e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.300017449469267e-06,0.0,0.0,1.4055204024037948e-05,1.6176953250592525e-05,0.0,0.0,0.0,6.601259580604411e-06,2.4172001576540752e-05,0.0,0.0,0.0,1.3910025732215494e-05,0.0,0.0,1.6587760148770022e-05,6.401498110841207e-06,0.0,6.291585378569208e-06,0.0,2.3786690057171322e-05,4.568542957625068e-05,0.0002540024235515512,4.77617891525791e-05,0.0,2.6649956396208467e-05,5.071100428472643e-05,1.591124792755963e-05,5.982433420929675e-05,4.931028301678087e-05,3.7248380720632815e-05,3.86758796409556e-05,0.0,2.1138396654360328e-05,0.0,0.0,8.58605638988736e-06,3.787367255109454e-05,0.0,2.5419579184069105e-05,4.398743817495529e-05,0.0,0.0,8.874264716687245e-06,1.162992414345775e-05,2.7926262480742013e-05,0.0,9.92413413075103e-06,0.0,8.526981263502491e-06,0.0,7.305857574361922e-06,0.0,0.0,3.523772597688042e-05,0.0,0.0,2.5389417682633503e-05,0.0,0.00012335201716668113,0.0,9.313630710672321e-05,0.0,0.00041309119947970183,0.0,0.0,1.3254499840472591e-05,0.0,0.0001585647082267783
Onygenaceae,0.0,1.1618458574233597e-05,1.2622851361809425e-05,0.0,2.9314412794312923e-05,0.0,0.0,0.0,0.0,2.1671029727166803e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9680862279804854e-05,0.0,3.272732727534911e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0770341804165148e-05,0.0,0.0,0.0,0.0,0.0,1.2951670876797185e-05,0.0,0.0,0.0,0.0,0.0,2.8457729992343756e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bondarzewiaceae,0.0,3.560542790082867e-05,6.447241132062559e-05,0.00010170522614256129,2.9945229094841115e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.645404524690022e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.078262509497776e-05,2.4527687742111362e-05,0.0,0.0,0.0,0.0,0.00021223694939969255,1.4375941472190076e-05,0.0001002947580562452,0.00012132722728463327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.870369766432e-06,0.0,0.0,1.4630899724986894e-05,0.0,0.0,0.0,0.0,1.3743289221167039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017627084281525955,3.314539566423134e-05,0.0,0.0,7.918216100324428e-05,0.0,0.0003736482942972727,3.422000871209349e-05,3.877405993606816e-05,0.00024156017194828977,0.0,2.2004217175930578e-05,0.0,0.0,1.7875475853453295e-05,9.856240869295772e-06,0.0,1.3230377640104584e-05,3.052609771185838e-05,0.0,0.0,0.0,1.21062813219306e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015857615025229615,0.0,0.0003852134037230609,0.0,0.00019390226818529922,0.0,0.00019111611318169215,0.0,0.0,2.759479801775173e-05,0.0,0.0
Graphidaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.049440256166587e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Didymellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8036771085722943e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.127172238569868e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Urocystidaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.053204715960432e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teloschistaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.110046314187702e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Filobasidiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2101374358029254e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trichocomaceae,0.0,5.476388491387596e-05,0.00010709660620842278,9.385827321257372e-05,5.526967689658446e-05,0.0,0.0,2.3434510644084932e-05,1.981849428432995e-05,0.0,0.0,0.0,0.0,0.0,6.728294834507547e-05,0.0,0.0,3.0043576825931113e-05,1.4495645576725764e-05,0.0,2.122943446217197e-05,3.329547314638891e-05,5.499080578221143e-05,0.00019761780290327544,6.532147085101887e-05,9.054112574883295e-05,2.184353653190494e-05,0.0,5.118315242797747e-05,0.0,8.39408764415923e-05,0.0,9.255662821335307e-05,0.00012796155521215306,5.965881694518242e-06,0.00023333340947852282,0.0,0.0,0.0,0.0,0.0,0.0,1.902088222207875e-05,0.0,0.0,4.050620707952757e-05,0.0,0.0,0.0,1.1187301176932596e-05,2.5365882236014477e-05,3.0960967267560456e-05,0.0,0.0,0.0,0.0,1.9735502382323737e-05,0.0,3.186991553318294e-05,0.0,0.0,0.0,0.0,4.57011553179628e-05,0.0,0.00024400629473810966,0.0,0.0,0.0,7.30729499641162e-05,0.0,0.0003448198782077099,3.1579802227018956e-05,0.0001073474721723443,7.430762238385762e-05,0.0,8.122602567668952e-05,0.0,1.1695815400622654e-05,1.6496313513982532e-05,9.095793632694837e-06,0.0,1.220960265610978e-05,5.6341781594138465e-05,0.0,0.0,0.0,1.1172234731667694e-05,2.6827239435480312e-05,0.0,1.9067150335572305e-05,1.9186245118918045e-05,3.276562600177317e-05,0.0,8.422007373056118e-05,0.0003580963334922932,0.0,0.0,0.0,0.0,0.00014634138480273904,0.0,0.00011849756485179701,0.00017573739019210674,5.964731854376673e-05,0.0,0.00044092690824925696,0.0,0.0,2.5465752251172413e-05,0.0,0.00015232447938746976
Pyrenulaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.443164147433481e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuniculitremaceae,0.0,0.0,5.5037552933436554e-05,7.235144786182369e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4897198268985067e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.756537583197658e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7733049678788236e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.896179509850802e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5257661367348954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.520566708489886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gloeophyllaceae,0.0,8.100349672006472e-06,3.520243558476146e-05,0.0,3.065686285486524e-05,0.0,0.0,0.0,1.4657171777367626e-05,7.554483988599051e-06,0.0,0.0,0.0,0.0,2.4880238564876067e-05,0.0,1.4788414483820919e-05,1.1109670089629153e-05,0.0,0.0,0.0,0.0,0.0,4.8717425953485945e-05,0.0,1.674038418330017e-05,0.0,0.0,0.0,0.0,8.277358360300251e-05,0.0,2.2817380900117374e-05,2.365914469504627e-05,1.3236568562498636e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.689093834717155e-06,1.0582531824447619e-05,1.691317429335451e-05,9.98573061263776e-06,0.0,0.0,0.0,0.0,2.8139783569106212e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8933861433526626e-05,0.0,0.0,0.0,0.0,0.0,5.4955718129864566e-05,0.0,7.509045553964262e-06,0.0,8.649878893113086e-06,2.4400370421574406e-05,0.0,1.7302427866331352e-05,0.0,0.0,1.2022194788180703e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4518976727971436e-05,2.0762224584461947e-05,0.0,0.0,0.0,0.0,0.0,3.6076585577401264e-05,0.0,0.0,4.3323390748015065e-05,0.0,6.130209347720786e-05,0.00013043859624760538,0.0,0.0,7.533486647983053e-05,0.0,0.0
Coriolaceae,0.0,0.00013151716890881518,0.0001786082103808106,0.0012678949995855392,0.0004562657139208084,0.0,0.0,7.034838058696198e-05,5.94934112236938e-05,0.0,9.629580221561234e-05,0.0,0.0,0.0,0.00020197761024666347,0.0,0.0,9.018822747543496e-05,4.3514678303837696e-05,0.0,6.372893199576162e-05,0.00019990027974544898,0.00016507765801916435,0.0009887193450533224,0.00039217884782992055,0.00016987290853027104,6.557241346533181e-05,0.0,0.00023047111638019302,0.0,0.0013439107960394377,7.965147033567571e-05,0.0010187724003739229,0.0009123076973013766,7.163625003429586e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020936317811781738,0.0,0.0,0.0,0.0,4.8562735578133804e-05,9.566485524625492e-05,0.0,0.0001142192873940136,0.0,8.965957871833067e-05,0.0,0.0,4.011338561896537e-05,0.0,7.443164147433481e-05,9.567073881991147e-05,0.00011076288449900053,0.0,7.257406860454284e-05,0.0,0.0,8.783100233073617e-05,0.0017091336738350828,0.00036729135335183846,0.0,0.0,0.0005118369571743312,0.0,0.0010351195463186964,0.0,0.00010741595222705601,0.0011153253804536594,0.0,9.143757236902864e-05,0.0,3.510982949778517e-05,0.0002476025548364511,5.460957661386385e-05,0.0,0.0,0.00042283292733620375,0.0,0.0,5.118276695072028e-05,6.707617093840311e-05,0.0,0.0,0.0,0.0,4.91797922122304e-05,0.0001990448890711388,8.427380014945284e-05,0.001612461480713918,0.0,0.0,0.00018387891279386263,0.0,0.00029286948040238976,0.0,0.0010671584208556792,0.0001758494981519097,0.0005371683236280148,0.0,0.0021177993036781777,0.0,7.543625844365584e-05,0.00022933797831416772,0.00017169325571378847,0.0004572649547245964
Entolomataceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mycocaliciaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.479984368643374e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phycomycetaceae,0.0,1.0935544141478481e-05,5.940450162834715e-06,0.0,1.379567922222749e-05,7.874950621161624e-06,0.0,0.0,0.0,0.0,5.337944363740672e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0803667264941024e-05,1.597002793943697e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57650576550507e-05,0.0,0.0,0.0,5.068639160080157e-06,0.0,0.0,0.0,9.081482525257304e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.518575265193861e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pannariaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xylonomycetaceae,0.0,3.2879292227203795e-05,7.144328415232426e-05,0.0,0.0,0.0,0.0,7.034838058696198e-05,5.94934112236938e-05,0.0,3.2098600738537444e-05,0.0,0.0,0.0,0.0,9.536071913272935e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.794916341210841e-05,0.0,0.0,0.0,0.0,8.399442475246486e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9033016192528853e-05,4.295446128234986e-05,0.0,4.053204715960432e-05,0.0,0.0,0.0,0.0,3.807309579800453e-05,4.6471077244972784e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007324858602150354,9.182283833795962e-05,5.286589590128859e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.095838157935243e-05,0.0,3.510982949778517e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.213690007472642e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007114389472371194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Physalacriaceae,0.0,0.0,6.6861841977433805e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.021272310377488e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ustilaginaceae,2.320490098950702e-05,0.00022325911567538186,0.0006306545052656158,0.0007015020519494147,0.00026287462515673017,4.287314806156849e-05,0.0,0.0,0.0,1.3880943275877783e-05,4.359160267673732e-05,3.6432048201652115e-05,3.816491343792985e-05,0.0,0.0004800185423214687,0.0,0.0,0.0,0.00011819048329727068,0.0,0.00014424545092587906,4.5245864145360776e-05,0.0001494561447874008,0.0005370933293876935,0.00017753322698890002,0.0003229749904775137,0.0,0.0002447294845305815,6.95537784102259e-05,0.00017535160012971775,0.0009125510786455276,0.00010817092233313691,0.0012158443042889421,0.0009129195541654879,0.00014592874191852022,0.0,0.0,0.0,0.0,0.0006679731235137056,0.0,0.0,0.00013785517715456314,7.777924961758771e-05,3.107701509929675e-05,0.00014678578752582778,2.8157385911956513e-05,0.0,4.3305982857747324e-05,1.5202640520506466e-05,6.894037856328864e-05,8.41469176688323e-05,2.0293744076724968e-05,9.604552873446485e-05,6.291570275338789e-05,1.8158701913147232e-05,0.0,0.0002021642356410334,0.00011909877721353247,6.685416589740628e-05,0.0,0.00011498600786937604,0.0,6.210418622709498e-05,3.9759720239189195e-05,0.0028737356773058257,0.00024940057157525803,2.3931563746868098e-05,0.00017394957547646613,0.0001324003317103876,0.00016616941693419488,0.002342912097300828,8.582881132332123e-05,0.00048625520561539754,0.000504890345387603,0.0,0.00030354395906497563,0.0,6.357468144202473e-05,0.0002017544430692359,0.00011124405322932154,0.0,0.00011614306077971017,0.00022969181887049923,0.0,6.633731742273718e-05,0.0,7.591083217929009e-05,3.645605591955534e-05,5.649317464066589e-05,5.1821440706334616e-05,0.0,0.00011131461146353439,0.00018020901263788626,0.00013352300668121334,0.0,0.0,9.20014634666563e-05,0.00016647821239794262,0.0,0.0005965984372575421,0.00040179254348345045,0.00032205727771265956,0.0007960431584731004,0.0006484471830991903,0.00011263918005966697,0.001318205077973364,0.0,3.414881365371059e-05,0.00013842361832793804,5.18152332926062e-05,0.0008279867560465346
