,control_RunId0091_LaneId1,D0-C-1_RunId0091_LaneId1,D0-C-2_RunId0091_LaneId1,D0-C-3_RunId0091_LaneId1,D0-C-4_RunId0091_LaneId1,D0-I-1_RunId0091_LaneId1,D0-I-2_RunId0091_LaneId1,D0-I-3_RunId0091_LaneId1,D0-I-4_RunId0091_LaneId1,D0-I-6_RunId0091_LaneId1,D11-C-1_RunId0091_LaneId1,D11-C-2_RunId0091_LaneId1,D11-C-3_RunId0091_LaneId1,D11-C-4_RunId0091_LaneId1,D11-I-1_RunId0091_LaneId1,D11-I-2_RunId0091_LaneId1,D11-I-3_RunId0091_LaneId1,D11-I-4_RunId0091_LaneId1,D11-I-5_RunId0091_LaneId1,D11-I-6_RunId0091_LaneId1,D2-C-4_RunId0091_LaneId1,D2-I-1_RunId0091_LaneId1,D2-I-2_RunId0091_LaneId1,D2-I-3_RunId0091_LaneId1,D2-I-4_RunId0091_LaneId1,D2-I-5_RunId0091_LaneId1,D2-I-6_RunId0091_LaneId1,D5-C-1_RunId0091_LaneId1,D5-C-3_RunId0091_LaneId1,D5-C-4_RunId0091_LaneId1,D5-I-1_RunId0091_LaneId1,D5-I-2_RunId0091_LaneId1,D5-I-3_RunId0091_LaneId1,D5-I-4_RunId0091_LaneId1,D-5-I-5_RunId0091_LaneId1,D5-I-6_RunId0091_LaneId1
Borreliaceae,0.0,4.394971301641741e-05,8.586860119464162e-05,6.613085758655107e-05,7.292391108173187e-05,0.00011070572049220533,0.00010855144219818247,8.718917232474644e-05,3.0142981000551107e-05,0.00013450728539161663,5.5717761075691214e-05,3.702036452058149e-05,3.8163464678735534e-05,0.00022666990190865608,0.0010210286113466627,0.0004258971994845033,0.0002592814241180178,0.0002611632783373005,0.0003457291666519081,0.00014683774796779602,7.610905703582295e-05,8.178825213755229e-05,0.00010234220546388891,0.00021878300520745047,0.0001168370915537189,0.0001561773085408938,0.0001572110245172379,0.0002498974606724937,0.00014507551829102868,0.0,0.00017621761124519565,5.936590614192803e-05,8.585137021290852e-05,0.0001019282979318545,0.0,0.0002037677911294116
Yersiniaceae,0.0016791735715169533,6.752135985488618e-05,5.412213255060359e-05,9.378366164030912e-05,7.469023579040604e-05,0.00011338717636307596,0.0001282854441584252,6.182378495017091e-05,6.412102989786853e-05,0.00010332393770851929,4.609284139994059e-05,9.625097907837897e-05,9.922297870160818e-05,0.00012245811762546935,0.0009831926270633892,0.0009059809665495602,0.0007660430847681049,0.0006049367479842352,0.00026557742783341065,0.00025162135791965696,2.9981742568633637e-05,0.0005477222432637819,0.00017416426374667712,0.00035459169603749475,0.0002577444332122407,0.00026762564119354077,0.00015924946891584816,9.598137968834207e-05,2.857489641715997e-05,7.146292505043893e-05,0.00048314676839744376,0.00015434819899893228,0.00032466763219643024,0.00016061100258348826,9.662986540086182e-05,0.0002889738659666242
Alcaligenaceae,0.024955261066477292,0.00021051978836923423,0.00010968317203379206,0.0007743213022905829,0.0003415442645547232,0.0004242256570017066,0.00018025385585117927,0.00024362184627778365,0.00041390462334894385,0.00022550217416584728,0.00021351113288372003,0.0003073687145338884,0.0003046726192350407,0.00029987443085846853,0.00579643549804705,0.007384995518262108,0.00960450561532911,0.00381964685164907,0.00041401198097382,0.0005275162709580397,0.0001296225889331755,0.004326848442422606,0.0020850720784325143,0.004271741212053157,0.002810693854139548,0.002344020547152334,0.0012335564457736422,0.00033915357185503487,6.94913921207532e-05,0.0001655151822200666,0.0038265187403978074,0.001412339143836974,0.003317250158278477,0.0018770041925710245,0.0008765668341503398,0.002559422080808425
Competibacteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5632013802880444e-05,0.0,0.0,0.0
Nitrospiraceae,0.0,2.070498242769913e-05,1.3484410225553481e-05,4.153954296953687e-05,3.4354906866907954e-05,3.4769434430370406e-05,4.091140622238315e-05,9.241955983737822e-05,5.680218132043259e-05,4.752541238535407e-05,2.6248982867123274e-05,1.7440523367679967e-05,5.3937134828946424e-05,3.05101705289788e-05,0.00028504468881533146,0.0003009642188575456,0.00018322363088652002,0.00024607128090753074,0.00012215636625881096,5.1882130440654476e-05,3.585544888374611e-05,0.00015412381169976403,2.8928428701460387e-05,8.83457407646259e-05,3.669511905753994e-05,1.8394024710335554e-05,4.23217650571827e-05,4.4148091450715136e-05,4.5563984392541674e-05,2.0348377734052037e-05,8.301720975788774e-05,0.0,8.089022610856001e-05,6.402540457320637e-05,0.0,0.0
Xanthomonadaceae,0.49745352501814866,0.003830894139681048,0.0029546506551270807,0.0025221396793261154,0.002009144408130572,0.003749334427666223,0.0014574897533046424,0.002965998222130074,0.0038078621389699193,0.005073282788209578,0.006555989197314538,0.004355973843742029,0.0034711654037263093,0.0018232548921363948,0.037807754956725725,0.05988950244968274,0.02818027253639123,0.0551812840560601,0.005662127308399509,0.0033786630072763753,0.00247232649563191,0.027089616465890656,0.019466701049383032,0.0487446304632868,0.028099542521656144,0.029918162006762537,0.012078088259156728,0.005659819038910181,0.0021032306182419747,0.004614553143071865,0.04237218996254865,0.0175381086959006,0.03129648600244963,0.016677824454786768,0.014292171566137178,0.020176279739662947
Actinomycetaceae,0.0,7.498381490137768e-05,3.255617414593826e-05,0.00042623788745751605,0.00011059332587464719,0.0001783848499556438,0.00012346840195938736,0.00017354848747221045,0.00015428330831717318,7.649552711090658e-05,7.921800463289623e-05,0.00010526910455425367,8.681564982829671e-05,0.000110493645070369,0.0010753117365281597,0.0030518667186102675,0.0018616285208762548,0.0008614505226650146,0.0003932386972743189,0.000167015948584077,5.7711891901553904e-05,0.0015814667954816893,0.00011640590217637123,0.00019552327469292557,0.00024363652784888297,6.661460105013188e-05,0.0001532697459864512,3.5529744582539334e-05,6.875481509080575e-05,0.00012282059764129194,0.0001803898296997315,0.00015192870938438352,0.0003905956944122127,9.66125967961968e-05,0.00013285924481993818,7.725640805892466e-05
Thiotrichaceae,0.0,1.847742691454216e-05,0.0,0.0,6.813070589875365e-06,0.0,0.0,0.0,8.448515211253097e-06,0.0,0.0,0.0,0.0,9.075906376126482e-06,5.299542054023563e-05,4.7748415701939164e-05,9.083968236321704e-05,7.319919451938309e-05,3.633803824071555e-05,3.086691095522516e-05,0.0,4.584744237958951e-05,1.1473844336750197e-05,1.7520227037029346e-05,0.0,1.0943396464637867e-05,0.0,0.0,0.0,0.0,9.878101764842043e-06,0.0,4.812507476532713e-05,0.0,0.0,0.0
Aerococcaceae,0.0,4.308477249482908e-05,0.00011223824967225148,1.440653044608386e-05,0.0,0.00010852700629697108,5.675473317239906e-05,1.4245544873148162e-05,1.9699840106495796e-05,4.3953383630590474e-05,3.6414148430209476e-05,0.0,0.0,0.0,0.00042014535912028144,0.000361846718177753,0.00027536026450489893,0.00020481881967171115,0.0002824376138789203,0.0001679392716298892,1.6580269596145434e-05,5.345242694045706e-05,6.68853914530846e-05,8.170564001571826e-05,0.0,5.1034567657097644e-05,5.87112667344889e-05,2.0414951735270646e-05,1.5802266502484823e-05,8.468543534116902e-05,2.303328105083914e-05,3.879838091500761e-05,0.0,2.2204961209688005e-05,3.816963930436583e-05,0.0
Kofleriaceae,0.0,2.088762001717735e-05,3.886673004993382e-06,3.8912678211086734e-05,3.3007571181629042e-06,1.2527190653777857e-05,8.844060780251599e-06,1.1839338163929049e-05,4.093087889459453e-06,0.0,3.782931971501714e-06,5.02696152314186e-06,2.072872820289275e-05,0.0,4.621484787031316e-05,0.0002024126725443963,0.00014963224912125934,3.546312329607974e-05,1.7604843044098245e-05,1.9938963830800173e-05,0.0,7.774166497424579e-05,8.33817282551761e-06,2.1220246194954912e-05,2.1153602756119745e-05,1.0603587120089706e-05,1.2198595194004675e-05,4.2416685242020065e-06,6.566557423580703e-06,1.1730211275310297e-05,3.349980012519651e-05,1.209186334980619e-05,4.663071694276439e-05,1.8454334110726515e-05,7.930606925597314e-06,9.22314748407984e-06
Gallionellaceae,0.0,4.658834462094704e-05,0.0,0.0,1.030694420936317e-05,0.0,0.0,0.0,0.0,1.425827687091352e-05,0.0,1.5697190101183722e-05,1.6181881722122828e-05,2.7460411406026655e-05,8.017249133917161e-05,0.0005778777721243253,0.0002885904386432113,0.00011073714915016102,7.329717741490225e-05,4.6696056489370156e-05,0.0,0.00021963649296795405,3.4715704728362494e-05,2.6504936390119082e-05,8.25678002156764e-05,4.966614186689119e-05,1.904566673587745e-05,1.3245034175036268e-05,3.075709841236138e-05,0.0,1.494378231394507e-05,1.2586017538006635e-05,3.640226929505012e-05,4.321912790558551e-05,2.4764113263206335e-05,2.880020042372821e-05
Chromobacteriaceae,0.0,5.916757369155648e-05,6.743399649644041e-05,0.00010386725663993614,4.9087133756631306e-05,7.451913136329913e-05,2.9227610442809887e-05,7.336185245258589e-05,5.072521887023111e-05,4.527031676797759e-05,9.376297670996797e-06,4.983889530840766e-05,3.8533350738730206e-05,0.0,0.00021636688606077318,0.0015624243825815153,0.0006435779462561628,0.0002988537805505509,0.00010181500755967042,4.9420307194846497e-05,1.707704833430791e-05,0.0005597153699507983,9.644518012882959e-05,0.00015778820222618237,0.00014418493745363788,0.000183972836353144,9.826436130706203e-05,1.0513312690851193e-05,1.627573467908411e-05,1.4537130655475556e-05,0.00024909575450391834,3.9960859643229576e-05,0.00017336690930254328,0.00011435133597810415,1.9656639824942586e-05,0.00013716182621160083
Halobacteriovoraceae,0.0,8.19895700105432e-06,1.0679371500068073e-05,0.0,0.0,6.884166621272128e-06,0.0,0.0,1.124653555825479e-05,0.0,0.0,1.381253055073291e-05,0.0,0.0,0.0,4.767147613644476e-05,7.255464603562885e-05,0.0,0.0,0.0,9.465589089579151e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31495795377609e-05,0.0,0.0,1.267669607795848e-05,0.0,0.0
Vulgatibacteraceae,0.0,0.0,0.0,3.249644132635491e-05,4.300142506975912e-05,1.0880070459568404e-05,0.0,2.5706648237879025e-05,0.0,0.0,1.642769218223735e-05,0.0,0.0,1.9094518534864783e-05,7.80467975849982e-05,0.0001632416728011541,5.733443889906996e-05,3.08003039820704e-05,1.274174567168869e-05,1.0823323109981837e-05,0.0,0.00012057126886467027,1.2069732998266924e-05,1.8430131715195965e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0782232586070072e-05,1.750330259850788e-05,0.0,1.0017432327722757e-05,0.0,2.002613699654945e-05
Cellvibrionaceae,0.0,2.344556489613225e-05,1.5269252999043284e-05,2.3518929654947283e-05,1.2967413379224634e-05,5.905745398618433e-05,1.1581645057275042e-05,1.1628058852263098e-05,7.236080190700868e-05,1.7938679642081526e-05,2.2292541182453153e-05,2.9623516262377108e-05,2.0358812979104234e-05,1.727430065751391e-05,0.00017147378376395484,0.00022720058321802606,0.00018154127155256552,0.00015325316566463566,6.91627008764122e-05,2.937471356094113e-05,0.0,7.271840328498091e-05,1.0919164905220594e-05,2.5009871484156707e-05,4.155221083809721e-05,4.1657441782736795e-05,3.5942714246388226e-05,8.331947368727675e-06,3.224686849928681e-05,1.1520879391244806e-05,4.7002826147548567e-05,3.1669540243603825e-05,0.00018319426759366808,7.250002665609824e-05,3.115632404046721e-05,3.623422196849936e-05
Fortieaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7043975410675436e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.856030158469246e-05,5.066614339905193e-05,1.1016063627371629e-05,8.876814221714983e-06,7.344480057973667e-06,0.0,0.0,1.3899716766576937e-05,0.0,1.5934990974059986e-05,6.6187275799954255e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4590233912506754e-05,0.0,0.0,0.0
